Screen position for video for 15 participants
P1V1 - X, P1V1 - Y,P1V2 - X, P1V2 - Y,P2V1 - X, P2V1 - Y,P2V2 - X, P2V2 - Y,P3V1 - X, P3V1 - Y,P3V2 - X, P3V2 - Y,P4V1 - X, P4V1 - Y,P4V2 - X, P4V2 - Y,P5V1 - X, P5V1 - Y,P5V2 - X, P5V2 - Y,P6V1 - X, P6V1 - Y,P6V2 - X, P6V2 - Y,P7V1 - X, P7V1 - Y,P7V2 - X, P7V2 - Y,P8V1 - X, P8V1 - Y,P8V2 - X, P8V2 - Y,P9V1 - X, P9V1 - Y,P9V2 - X, P9V2 - Y,P10V1 - X, P10V1 - Y,P10V2 - X, P10V2 - Y,P11V1 - X, P11V1 - Y,P11V2 - X, P11V2 - Y,P12V1 - X, P12V1 - Y,P12V2 - X, P12V2 - Y,P13V1 - X, P13V1 - Y,P13V2 - X, P13V2 - Y,P14V1 - X, P14V1 - Y,P14V2 - X, P14V2 - Y,P15V1 - X, P15V1 - Y,P15V2 - X, P15V2 - Y
 218.3004, 182.9452, 247.6258, 67.80978, 241.9023, 174.0207, 240.7348, 181.6544, 206.8631, 198.6555, 237.8781, 180.9313, 171.6541, 192.3298, 225.8328, 171.0891, 307.6971, 226.8618, 255.1035, 209.3421, 224.0297, 180.6106, 184.1843, 170.7282, 207.0513, 140.9027, 247.1427, 155.9042, 134.0345, 213.5411, 230.176, 193.7961, 256.8178, 146.4746, 273.2893, 142.1446, 232.072, 179.9327, 232.5702, 162.8822, 188.5734, 169.9009, 188.6583, 179.1858, 189.8399, 148.727, 244.8136, 159.7382, 234.238, 171.2552, 229.2656, 168.9577, 205.6774, 157.8681, 113.4561, 190.2468, 125.5696, 140.1969, 213.9995, 133.0354,
 219.3447, 182.1529, 252.4802, 69.30927, 244.4972, 172.6247, 240.7348, 181.6544, 212.9265, 197.3851, 233.2804, 184.4399, 203.3091, 178.1785, 225.299, 171.8031, 303.0306, 223.3402, 254.4418, 208.3811, 224.025, 181.8952, 181.3, 169.226, 201.1705, 141.1487, 250.0874, 155.7063, 134.969, 213.9641, 228.4615, 189.4087, 258.2987, 146.5656, 273.2893, 142.1446, 232.7553, 179.3083, 233.0681, 167.9849, 207.0167, 165.6082, 207.1402, 186.536, 220.456, 137.3911, 246.8404, 154.445, 234.238, 171.2552, 228.9913, 165.7814, 256.0047, 139.0527, 118.4258, 193.7197, 124.1361, 135.1001, 213.4574, 132.3012,
 220.3989, 181.3519, 248.9283, 70.40007, 241.3468, 174.4565, 240.5788, 177.5988, 219.5924, 192.7896, 233.2804, 184.4399, 248.0438, 159.2527, 224.2516, 171.8846, 286.6624, 222.8758, 251.2922, 204.8831, 224.5459, 182.712, 181.9968, 169.8837, 196.6367, 138.3928, 247.6323, 156.5843, 137.6756, 209.4287, 228.2345, 184.9456, 256.0793, 145.0467, 234.2394, 151.9156, 233.2545, 180.8772, 191.8735, 185.7404, 211.7587, 162.6366, 216.8335, 189.315, 245.4257, 125.5204, 243.7666, 155.8859, 234.238, 171.2552, 225.5898, 170.1657, 257.7625, 135.3967, 131.1535, 189.9401, 178.5545, 129.092, 213.4574, 132.3012,
 220.751, 186.689, 243.6041, 72.64934, 237.9903, 175.4563, 240.4229, 173.5434, 219.8554, 196.9469, 239.1719, 176.0267, 257.7328, 154.4289, 226.5913, 174.8641, 276.2865, 224.2573, 249.1723, 209.1684, 224.5459, 182.712, 204.5424, 171.0647, 196.6983, 139.863, 249.0984, 156.486, 168.5553, 197.0798, 228.2345, 184.9456, 255.4289, 139.1931, 234.2394, 151.9156, 233.9365, 180.2556, 146.632, 204.4847, 212.3592, 168.8645, 217.434, 189.8111, 240.8533, 125.8785, 242.6734, 160.9314, 234.238, 171.2552, 226.6753, 172.2567, 261.3905, 135.3405, 101.4073, 185.5061, 230.7296, 118.6142, 217.5029, 132.2548,
 222.8823, 191.9088, 242.93, 71.37468, 238.5779, 176.3276, 240.2669, 169.4878, 219.8554, 196.9469, 242.0663, 171.0197, 252.8721, 156.0552, 226.0868, 174.2302, 276.6227, 226.9377, 249.1723, 209.1684, 224.0204, 183.1799, 232.3153, 162.7965, 235.3269, 136.0968, 253.0321, 155.5083, 213.8984, 179.2176, 203.4734, 196.6454, 255.0386, 135.6809, 141.777, 197.065, 231.9621, 175.1758, 146.632, 204.4847, 214.0853, 173.7266, 214.3362, 187.2619, 241.696, 130.1997, 243.5163, 158.1418, 230.6569, 175.1327, 227.8326, 167.3292, 260.8994, 134.359, 105.6793, 195.6756, 231.5819, 119.1162, 221.5484, 132.2083,
 220.3989, 181.3519, 245.9404, 86.5746, 207.2862, 180.8779, 237.4072, 165.5362, 219.8554, 196.9469, 239.1719, 176.0267, 248.4019, 152.1804, 223.7386, 171.2583, 272.3936, 225.867, 244.1275, 206.5343, 222.7357, 183.1751, 238.204, 158.5302, 271.7471, 130.1792, 256.6664, 154.8582, 235.8435, 178.1204, 155.6661, 224.4322, 255.0386, 135.6809, 141.777, 197.065, 237.0417, 173.2014, 147.2771, 203.8279, 212.5995, 171.3556, 210.8267, 180.4774, 243.4409, 127.6067, 236.8678, 149.917, 227.1698, 174.7923, 227.8326, 167.3292, 260.8994, 134.359, 106.3586, 196.2132, 231.6194, 120.3998, 221.5484, 132.2083,
 220.9823, 178.8551, 251.4112, 86.17572, 149.1867, 200.8236, 232.647, 166.6093, 206.4157, 197.5186, 237.8781, 180.9313, 240.7312, 147.9847, 223.4848, 168.1172, 276.1467, 227.3719, 244.1275, 206.5343, 224.5459, 182.712, 238.9066, 158.0693, 274.6753, 130.0573, 253.8131, 156.517, 236.063, 182.5094, 135.5193, 238.8804, 256.5453, 135.7315, 141.777, 197.065, 219.5832, 183.3398, 140.9714, 209.5943, 212.3592, 168.8645, 211.7242, 183.817, 243.866, 124.2772, 226.2193, 143.7107, 227.1698, 174.7923, 227.8326, 167.3292, 260.3793, 134.0205, 102.0509, 197.537, 231.282, 108.8476, 224.2454, 132.1772,
 192.1179, 190.2378, 250.2145, 69.76294, 119.0355, 209.3426, 235.3515, 166.5158, 151.7977, 220.1085, 241.0796, 180.7266, 236.2994, 147.1228, 225.4943, 166.9009, 284.7122, 226.4732, 247.7011, 206.279, 224.574, 178.8582, 238.9066, 158.0693, 271.7471, 130.1792, 250.8667, 156.7027, 233.1369, 182.6557, 137.488, 236.9102, 254.9872, 137.1776, 143.9778, 196.8213, 159.0372, 212.487, 140.3539, 210.2205, 212.3592, 168.8645, 211.1012, 183.301, 242.2492, 126.493, 225.2234, 143.0892, 230.0949, 174.5474, 227.5414, 164.1412, 256.6771, 130.468, 110.6094, 198.1123, 229.8111, 102.4673, 224.2454, 132.1772,
 141.7172, 209.2924, 243.6041, 72.64934, 120.2343, 205.3516, 204.9057, 186.5235, 116.5203, 238.8302, 241.3251, 176.5726, 241.5932, 143.5527, 225.4943, 166.9009, 284.3238, 225.9869, 252.1015, 207.9207, 223.7767, 176.8284, 239.6129, 157.6144, 271.9911, 136.0358, 254.9634, 156.0935, 232.9175, 178.2667, 139.3186, 231.9217, 198.8435, 163.2581, 143.9778, 196.8213, 127.4613, 234.8955, 140.4736, 204.4916, 211.9989, 165.1278, 211.1012, 183.301, 238.3472, 129.7856, 229.6079, 142.704, 232.1134, 175.0114, 229.8633, 171.9657, 263.2971, 122.021, 130.5848, 199.7208, 229.8111, 102.4673, 224.2143, 129.4803,
 117.4562, 219.6516, 248.9283, 70.40007, 125.6214, 209.1452, 152.6048, 213.4748, 116.5203, 238.8302, 241.0209, 171.7918, 244.9265, 140.9433, 225.4943, 166.9009, 278.287, 224.9946, 251.2922, 204.8831, 222.8174, 178.3054, 239.3044, 151.0647, 266.7446, 150.9211, 255.9768, 155.3103, 235.4046, 169.3423, 140.2471, 232.2757, 141.3476, 189.7947, 143.7341, 194.6204, 135.6926, 227.5497, 143.8753, 204.1597, 212.7903, 158.6688, 184.5532, 196.382, 239.9136, 131.0331, 231.0211, 144.3025, 226.2873, 175.4969, 232.3344, 180.1647, 263.7823, 123.0638, 131.248, 199.0583, 229.5862, 94.76579, 224.2143, 129.4803,
 116.8817, 219.1025, 255.9513, 73.01134, 124.7532, 208.7311, 139.3983, 222.1058, 118.2894, 240.9352, 241.0209, 171.7918, 247.3502, 148.7306, 225.5789, 167.948, 279.4538, 223.4703, 245.3227, 205.8345, 222.8174, 178.3054, 237.5728, 152.2236, 255.2146, 155.8015, 248.517, 154.9317, 235.4046, 169.3423, 133.6251, 238.2308, 140.5671, 193.437, 143.7341, 194.6204, 134.3174, 224.8251, 144.3732, 209.2624, 223.5113, 156.9863, 144.8624, 211.5778, 238.6661, 132.5996, 231.2638, 147.2155, 222.6714, 174.8756, 232.7534, 184.9721, 256.6771, 130.468, 149.4844, 198.8693, 229.3988, 88.34784, 224.7461, 132.9123,
 118.4194, 215.446, 249.2095, 70.84245, 126.9386, 209.1058, 135.3428, 222.2618, 118.2894, 240.9352, 241.3251, 176.5726, 253.0156, 147.5617, 225.5789, 167.948, 284.563, 219.42, 243.7848, 209.5552, 221.4791, 175.4625, 241.2107, 151.8358, 252.1643, 152.9952, 177.4235, 178.3406, 235.4046, 169.3423, 130.6244, 238.3846, 138.635, 190.8187, 145.0783, 196.6994, 128.8158, 218.1928, 137.5696, 209.9261, 230.6533, 160.6612, 132.2677, 217.9458, 239.5258, 136.1221, 229.477, 149.5615, 228.6324, 174.6699, 232.1609, 185.5793, 257.7065, 131.7687, 148.7272, 199.5338, 226.6818, 83.28847, 228.7147, 127.4928,
 118.4194, 215.446, 255.348, 71.72978, 130.1609, 212.5384, 132.6391, 222.3658, 118.2894, 240.9352, 240.0358, 181.4545, 252.1841, 142.4191, 225.5789, 167.948, 277.0571, 216.4102, 246.0205, 207.0396, 221.4791, 175.4625, 240.5107, 150.8298, 252.1643, 152.9952, 114.3602, 204.7636, 238.3306, 169.1959, 130.6244, 238.3846, 136.799, 189.1202, 145.0783, 196.6994, 129.0681, 211.9051, 128.9975, 216.4493, 229.9006, 161.3277, 132.4789, 215.6149, 238.0566, 139.7942, 229.1121, 147.912, 234.1155, 169.7926, 232.474, 181.7672, 257.7065, 131.7687, 148.7272, 199.5338, 226.6818, 83.28847, 228.6376, 120.776,
 116.8817, 219.1025, 263.8147, 67.91367, 132.8052, 212.4589, 132.9152, 218.8, 118.4647, 243.7068, 241.3251, 176.5726, 250.437, 139.9906, 225.5789, 167.948, 277.6515, 223.6189, 244.6869, 204.7667, 221.4932, 171.6085, 240.5107, 150.8298, 252.3474, 157.3876, 114.6571, 209.1806, 240.0132, 173.5119, 130.6244, 238.3846, 136.0274, 188.7469, 142.6336, 194.7423, 131.921, 211.1387, 132.371, 228.7194, 230.5622, 162.0806, 133.3895, 214.994, 234.711, 143.7625, 228.0974, 159.0375, 238.136, 165.0378, 235.679, 181.4879, 252.3767, 139.1089, 139.656, 199.6272, 225.2108, 76.90811, 223.2182, 116.8076,
 118.4194, 215.446, 264.379, 69.22479, 136.2771, 212.781, 135.0828, 215.5026, 112.4834, 237.1285, 241.3251, 176.5726, 247.3403, 137.4355, 226.372, 164.7221, 283.3553, 226.7774, 241.7311, 206.0924, 221.4791, 175.4625, 240.3906, 156.6454, 252.3474, 157.3876, 118.7772, 204.4667, 238.3306, 169.1959, 131.5883, 238.7093, 135.2505, 188.3716, 142.6336, 194.7423, 134.9055, 214.9888, 138.7762, 229.1698, 227.951, 161.0753, 132.6149, 217.0211, 232.4285, 140.4321, 350, 286, 239.4038, 161.466, 235.679, 181.4879, 252.3767, 139.1089, 139.656, 199.6272, 222.6436, 76.98302, 225.9049, 116.7769,
 118.4194, 215.446, 263.8147, 67.91367, 135.4494, 212.3793, 135.2388, 219.5581, 107.888, 230.4626, 241.3251, 176.5726, 246.9806, 136.8634, 225.9488, 159.4869, 287.4447, 226.1009, 258.4004, 186.8443, 231.2063, 179.7974, 240.2704, 162.4612, 252.1643, 152.9952, 124.6665, 204.0707, 237.1641, 165.524, 131.5883, 238.7093, 135.2505, 188.3716, 132.9706, 201.7761, 130.9591, 226.7152, 135.4954, 223.8651, 228.6105, 161.8236, 126.8541, 216.1593, 232.5815, 143.5164, 284.3811, 286, 239.4038, 161.466, 232.893, 186.5747, 257.7906, 137.2106, 130.5848, 199.7208, 223.1446, 77.87486, 225.113, 117.2749,
 118.4194, 215.446, 264.379, 69.22479, 136.2771, 212.781, 131.9902, 216.4725, 108.0632, 233.2341, 241.0209, 171.7918, 249.0649, 145.2337, 222.8923, 160.7879, 231.8104, 234.0314, 273.0992, 159.5669, .5, 286, 240.3906, 156.6454, 252.1643, 152.9952, 124.8645, 207.0154, 233.8479, 170.5663, 129.8102, 237.3276, 135.7604, 188.7674, 132.9706, 201.7761, 130.7059, 221.5512, 126.4931, 219.5921, 228.3113, 164.812, 129.8026, 217.2933, 229.1051, 144.3954, 258.1229, 286, 235.157, 163.3298, 232.893, 186.5747, 258.7225, 133.0801, 139.656, 199.6272, 220.4007, 71.55475, 215.7106, 117.4185,
 118.187, 211.9057, 263.8147, 67.91367, 136.2771, 212.781, 134.2252, 215.1081, 110.6889, 237.5924, 241.0209, 171.7918, 250.1277, 149.3589, 220.0766, 158.2525, 170.9975, 239.6084, 274.5246, 155.0699, 278.4804, 286, 239.8024, 149.8294, 246.674, 162.024, 124.9319, 200.1356, 235.0169, 174.2543, 130.4706, 235.384, 135.5201, 190.719, 132.9706, 201.7761, 127.7902, 208.9954, 129.8389, 213.0247, 193.3912, 180.7507, 132.6149, 217.0211, 230.5066, 144.2371, 350, 286, 229.3152, 163.8675, 231.7203, 180.7757, 257.7065, 131.7687, 143.2844, 199.5898, 216.5229, 83.97037, 168.5107, 149.6783,
 118.4194, 215.446, 263.8147, 67.91367, 183.8506, 193.7207, 135.7601, 222.7631, 113.8692, 237.0409, 241.0209, 171.7918, 253.3009, 141.7351, 220.3749, 155.7219, 165.5825, 239.9992, 270.1056, 155.7647, 260.4173, 286, 238.2522, 155.6219, 240.0593, 170.9241, 128.3767, 199.3854, 237.3817, 169.8948, 130.4706, 235.384, 137.065, 191.4523, 132.9736, 198.0401, 128.0685, 214.1569, 129.9346, 207.2843, 147.6143, 196.014, 129.8026, 217.2933, 231.5903, 142.944, 123.2228, 245.1774, 192.0163, 174.6649, 232.3344, 180.1647, 250.4505, 131.8809, 143.2844, 199.5898, 167.328, 118.4229, 123.1295, 175.7247,
 118.187, 211.9057, 264.4937, 77.12679, 235.1981, 170.2665, 132.9152, 218.8, 116.6407, 236.8656, 241.0209, 171.7918, 252.3907, 139.0627, 220.8828, 162.0043, 165.5825, 239.9992, 269.2703, 156.2485, .5, 286, 239.2471, 154.9305, 236.8521, 172.6998, 128.8448, 206.782, 234.2501, 165.669, 131.4358, 235.7214, 132.8942, 192.3699, 132.9736, 198.0401, 135.5999, 225.8292, 158.7183, 190.0276, 135.3568, 199.7235, 129.8026, 217.2933, 229.3179, 139.6135, 131.2785, 219.1888, 143.4372, 190.919, 231.5733, 179.1744, 241.3244, 128.3932, 144.0135, 198.926, 120.2854, 135.2124, 123.1295, 175.7247,
 118.187, 211.9057, 203.6093, 105.6972, 237.6745, 164.919, 130.2108, 218.8937, 116.6407, 236.8656, 241.0209, 171.7918, 242.3534, 140.4561, 223.4848, 168.1172, 164.5604, 238.3893, 269.2703, 156.2485, 231.822, 157.5149, 239.0568, 150.7997, 231.8451, 173.4144, 127.8092, 206.8174, 233.2377, 168.484, 350, 286, 129.435, 197.0477, 133.7745, 201.7126, 136.1231, 226.4621, 210.1268, 161.6376, 132.3142, 199.2117, 129.8026, 217.2933, 226.2069, 137.1135, 128.5785, 211.0258, 126.4497, 198.3739, 232.7534, 184.9721, 241.4366, 135.6492, 111.1691, 197.4426, 120.2854, 135.2124, 123.1295, 175.7247,
 116.8817, 219.1025, 146.7545, 123.9198, 238.9917, 164.8794, 127.5999, 221.6917, 116.6407, 236.8656, 241.0209, 171.7918, 235.4714, 141.3168, 223.2309, 164.9761, 164.5604, 238.3893, 269.2703, 156.2485, 230.1469, 141.4182, 235.44, 149.7572, 236.9132, 174.164, 127.8092, 206.8174, 239.0563, 174.1933, 350, 286, 130.5508, 199.2906, 133.7745, 201.7126, 133.6938, 222.481, 229.8737, 152.8428, 129.823, 199.4519, 128.8639, 216.9434, 177.9056, 168.6276, 119.413, 212.7713, 123.5288, 198.6427, 229.5483, 185.2515, 241.4366, 135.6492, 77.18752, 198.1881, 120.2854, 135.2124, 122.548, 175.2683,
 116.8817, 219.1025, 150.4207, 123.651, 238.8506, 165.9126, 130.3512, 222.9503, 113.4496, 237.4185, 241.3251, 176.5726, 231.5778, 140.7934, 222.7231, 158.6938, 168.1647, 238.0921, 267.2282, 152.8026, 230.1421, 142.7075, 238.6285, 148.6022, 240.8114, 173.3646, 127.8092, 206.8174, 191.339, 183.8721, 160.0947, 210.292, 130.0396, 198.5921, 133.7745, 201.7126, 132.2368, 217.2751, 229.1921, 152.0596, 129.4537, 200.2868, 129.8026, 217.2933, 133.7188, 196.8479, 111.8485, 210.4903, 129.3706, 198.105, 229.269, 182.0466, 241.3244, 128.3932, 77.97178, 200.2632, 122.8526, 135.1375, 125.8162, 175.6938,
 116.8817, 219.1025, 150.4207, 123.651, 238.2692, 161.3767, 130.3512, 222.9503, 111.0977, 237.2161, 241.3251, 176.5726, 229.9299, 141.2648, 222.7231, 158.6938, 169.1924, 239.7387, 265.1862, 149.3566, 230.8082, 143.5507, 238.6285, 148.6022, 238.3772, 174.1031, 130.7538, 206.6195, 135.0977, 198.3572, 150.1391, 191.328, 129.435, 197.0477, 131.2167, 198.646, 133.9799, 217.9397, 229.3759, 147.7401, 131.9431, 200.0378, 129.8026, 217.2933, 130.9268, 197.1618, 114.0894, 207.8432, 134.3339, 198.205, 232.7534, 184.9721, 241.3244, 128.3932, 103.8745, 197.5181, 126.1286, 135.4977, 119.5288, 173.8406,
 117.1956, 214.9642, 150.4207, 123.651, 239.3573, 162.8438, 127.0237, 217.1664, 104.1689, 237.6543, 237.8337, 171.9947, 234.18, 138.8334, 218.7041, 161.1265, 158.0002, 241.5528, 266.4109, 154.2138, 225.6321, 146.0916, 237.5128, 155.1314, 233.9848, 174.2861, 130.7538, 206.6195, 127.8128, 198.7199, 151.0266, 191.8546, 129.5322, 197.8978, 131.2167, 198.646, 133.8794, 225.9219, 229.3759, 147.7401, 133.8101, 206.1368, 129.8026, 217.2933, 129.9836, 196.7478, 116.1997, 204.2463, 128.9396, 197.7404, 232.7534, 184.9721, 241.3805, 132.0212, 134.1571, 194.2406, 126.2598, 140.6329, 110.136, 177.9946,
 117.1956, 214.9642, 149.2808, 122.6688, 233.6441, 162.403, 129.7794, 218.4142, 100.9395, 236.8207, 234.6467, 172.1975, 245.838, 137.5919, 217.9835, 158.4281, 151.4026, 244.6514, 270.3427, 159.3407, 225.6133, 148.6702, 236.9567, 158.7916, 233.9848, 174.2861, 130.8244, 199.7642, 130.5091, 194.2039, 151.2534, 196.3176, 127.369, 199.6458, 131.2167, 198.646, 133.5083, 219.04, 229.3759, 147.7401, 127.1673, 211.0223, 129.0327, 214.0138, 130.4028, 195.8019, 119.5085, 208.343, 124.4295, 196.645, 231.5733, 179.1744, 192.6269, 147.2905, 134.1571, 194.2406, 125.5696, 140.1969, 110.167, 180.6915,
