Screen position for video for 15 participants
P1V1 - X, P1V1 - Y,P1V2 - X, P1V2 - Y,P2V1 - X, P2V1 - Y,P2V2 - X, P2V2 - Y,P3V1 - X, P3V1 - Y,P3V2 - X, P3V2 - Y,P4V1 - X, P4V1 - Y,P4V2 - X, P4V2 - Y,P5V1 - X, P5V1 - Y,P5V2 - X, P5V2 - Y,P6V1 - X, P6V1 - Y,P6V2 - X, P6V2 - Y,P7V1 - X, P7V1 - Y,P7V2 - X, P7V2 - Y,P8V1 - X, P8V1 - Y,P8V2 - X, P8V2 - Y,P9V1 - X, P9V1 - Y,P9V2 - X, P9V2 - Y,P10V1 - X, P10V1 - Y,P10V2 - X, P10V2 - Y,P11V1 - X, P11V1 - Y,P11V2 - X, P11V2 - Y,P12V1 - X, P12V1 - Y,P12V2 - X, P12V2 - Y,P13V1 - X, P13V1 - Y,P13V2 - X, P13V2 - Y,P14V1 - X, P14V1 - Y,P14V2 - X, P14V2 - Y,P15V1 - X, P15V1 - Y,P15V2 - X, P15V2 - Y
 227.8656, 169.8223, 234.6376, 107.5655, 217.8191, 171.4534, 220.6891, 184.9818, 195.4248, 202.0942, 210.464, 198.827, 204.529, 169.1451, 192.6544, 185.2436, 220.3863, 228.3062, 259.6491, 216.9965, 194.0704, 186.7807, 173.427, 162.4999, 237.6833, 163.6473, 225.0002, 168.6859, 223.571, 205.0984, 227.6329, 194.99, 203.036, 154.8336, 242.2482, 171.0522, 241.6822, 189.5971, 224.4391, 220.3389, 188.2341, 172.8757, 183.6542, 180.0262, 222.3887, 162.1869, 231.9912, 181.3799, 220.6422, 179.0306, 224.7745, 203.6548, 212.1629, 160.2885, 220.6808, 172.4881, 219.7829, 130.5356, 208.9007, 154.3483,
 221.0008, 170.3271, 242.6589, 100.9047, 219.535, 168.0073, 228.5205, 180.7545, 194.2116, 193.1557, 210.464, 198.827, 208.4752, 169.4515, 203.0688, 182.3301, 234.5666, 231.9621, 251.8879, 225.4937, 209.9405, 182.6078, 173.5223, 156.7071, 247.6238, 163.3047, 224.5652, 164.0197, 237.221, 216.16, 235.3289, 199.008, 219.6139, 151.925, 242.2013, 171.9331, 247.575, 190.4579, 228.3387, 225.1096, 197.5, 178.1968, 184.3263, 179.3717, 239.7423, 163.7792, 229.2021, 179.7629, 224.1442, 184.5703, 232.3787, 205.5371, 212.1629, 160.2885, 217.7331, 173.3306, 222.0882, 120.1993, 208.9007, 154.3483,
 219.7893, 177.3182, 242.7824, 102.7296, 219.535, 168.0073, 228.5205, 180.7545, 194.2116, 193.1557, 210.9335, 196.1621, 218.8985, 168.6029, 208.1162, 178.7586, 258.4395, 238.1123, 252.6681, 228.5161, 217.6465, 178.8934, 173.5511, 155.295, 240.3585, 150.9686, 225.7505, 167.6954, 237.221, 216.16, 234.7967, 198.4983, 245.2278, 148.9234, 240.2045, 169.0546, 247.575, 190.4579, 228.6133, 216.9986, 195.8959, 174.6114, 183.808, 180.1051, 244.2015, 162.3844, 231.3144, 180.498, 222.7637, 185.0449, 233.4876, 200.6263, 212.3517, 167.5789, 217.7331, 173.3306, 219.0116, 119.5235, 208.1038, 148.1999,
 220.168, 182.4669, 233.287, 97.87253, 217.0256, 172.0622, 229.3968, 180.169, 194.2116, 193.1557, 204.9851, 204.9826, 232.6965, 166.2474, 210.1512, 177.5414, 262.2286, 241.5654, 252.3557, 224.9331, 217.591, 182.7188, 175.0596, 150.9501, 240.3585, 150.9686, 226.4733, 168.593, 237.0214, 211.7874, 234.7967, 198.4983, 253.2281, 144.5124, 240.4182, 166.343, 242.4135, 190.7363, 223.2394, 213.5034, 195.8959, 174.6114, 182.8595, 177.9599, 244.13, 158.8544, 350, 286, 222.6222, 183.5796, 232.4827, 196.4757, 231.2001, 157.3391, 221.38, 173.2739, 217.9743, 110.0271, 209.2928, 141.4551,
 219.7893, 177.3182, 232.7926, 90.57262, 219.0591, 171.1744, 229.3968, 180.169, 196.0184, 189.3331, 191.2307, 224.3706, 237.0716, 164.9616, 210.5669, 177.079, 258.6075, 241.7334, 252.3557, 224.9331, 214.4875, 185.7272, 178.0155, 146.6528, 241.9882, 154.3464, 226.102, 162.7005, 235.3644, 207.4813, 236.727, 197.4336, 252.991, 142.125, 240.0345, 162.9123, 242.4135, 190.7363, 217.4697, 219.3017, 195.8959, 174.6114, 183.1142, 174.4237, 242.37, 156.3123, 350, 286, 219.3305, 180.6352, 233.0125, 195.8738, 246.5564, 150.2783, 225.0267, 173.2171, 215.5793, 99.02864, 203.9216, 141.5781,
 217.5684, 170.5795, 232.7926, 90.57262, 221.553, 167.1108, 228.5205, 180.7545, 194.8434, 189.4956, 184.3286, 230.1305, 237.5642, 164.5778, 212.6826, 176.9256, 258.8729, 237.6057, 252.3557, 224.9331, 216.5483, 185.2387, 178.0403, 145.1689, 241.4878, 153.6523, 225.6516, 166.223, 235.3644, 207.4813, 237.4262, 192.3501, 251.8485, 139.2624, 239.2196, 158.9795, 233.1856, 191.8224, 203.595, 228.0029, 195.8959, 174.6114, 183.918, 175.1532, 242.37, 156.3123, 350, 286, 218.1652, 183.6979, 227.1509, 201.2599, 246.6981, 155.7461, 234.1436, 173.0755, 216.3393, 98.17412, 203.1675, 142.2975,
 219.1148, 178.0253, 231.4842, 89.46211, 220.3375, 167.3828, 227.966, 181.2527, 189.8857, 190.3833, 177.6006, 225.7693, 237.5642, 164.5778, 212.6826, 176.9256, 258.8729, 237.6057, 249.7676, 222.0791, 216.032, 185.732, 193.2176, 147.55, 239.0622, 154.4927, 225.6516, 166.223, 235.3644, 207.4813, 237.4262, 192.3501, 249.8224, 143.0671, 236.4249, 159.6787, 215.9903, 192.8339, 191.7455, 229.1534, 193.4237, 174.8569, 185.3242, 175.017, 238.8021, 157.4916, 244.1782, 236.5434, 207.1642, 185.3918, 223.8242, 199.9926, 247.1293, 151.1707, 234.0586, 167.6053, 215.5793, 99.02864, 202.5788, 141.6088,
 211.4816, 190.7024, 233.7909, 87.42784, 215.6826, 162.9397, 227.4637, 180.6981, 183.5653, 191.3566, 174.4011, 225.9885, 233.1846, 165.8499, 209.9115, 174.3692, 254.9025, 240.0909, 247.9776, 222.2444, 214.5569, 179.3511, 209.1314, 149.195, 233.9079, 153.781, 223.8822, 161.905, 235.1647, 203.1087, 235.3289, 199.008, 248.2162, 142.5992, 231.9716, 161.3548, 198.7948, 193.8454, 193.0204, 227.7737, 192.5558, 178.6877, 179.6995, 175.5613, 350, 115.5165, 238.8514, 178.5771, 201.2104, 184.5206, 223.349, 195.2401, 248.0576, 152.4189, 225.4753, 159.4837, 210.445, 99.17859, 200.492, 142.3586,
 202.1729, 195.8684, 232.4584, 86.30806, 213.5685, 163.6278, 226.9572, 180.1392, 173.4695, 201.1799, 181.1057, 223.1359, 227.6578, 166.0585, 205.7619, 175.746, 228.2293, 242.4983, 240.8183, 222.9052, 214.5847, 176.8008, 209.8456, 150.0623, 223.4111, 159.5215, 218.8965, 167.3448, 229.3346, 203.3748, 234.9762, 193.0628, 245.236, 136.8678, 225.8338, 164.9197, 198.7948, 193.8454, 190.7533, 258.8911, 195.5353, 176.613, 179.9717, 178.3737, 350, .5, 234.5952, 178.2599, 195.8374, 189.4579, 212.6825, 206.9645, 239.1015, 158.0468, 221.2382, 164.157, 204.9734, 87.77634, 201.9549, 142.3893,
 199.2452, 202.9856, 235.1126, 88.56227, 212.2418, 163.6729, 221.9667, 180.827, 167.7202, 210.9427, 177.9042, 223.3406, 225.4473, 166.142, 198.6794, 180.5348, 203.4167, 242.0453, 240.1947, 222.4304, 206.864, 183.0936, 209.8456, 150.0623, 202.4122, 167.3966, 204.9333, 178.8245, 210.0375, 209.6139, 234.9762, 193.0628, 242.9671, 138.2986, 211.6966, 172.5233, 199.494, 194.776, 191.0104, 258.0759, 196.8929, 172.1633, 182.5118, 175.2892, 350, 80.89249, 231.1826, 177.9599, 192.5051, 192.1658, 203.2301, 218.052, 222.8907, 163.8244, 212.2063, 169.7688, 206.2569, 87.73888, 197.9259, 142.4662,
 195.308, 196.3732, 229.1427, 90.81973, 210.2245, 164.5301, 213.7211, 181.0201, 164.6332, 206.9001, 177.6006, 225.7693, 221.0258, 166.3088, 194.8521, 180.3453, 203.816, 243.2311, 230.4093, 227.4763, 188.3777, 186.2114, 208.3975, 150.0384, 187.2716, 174.6823, 193.5196, 185.4599, 195.944, 207.82, 218.7152, 195.519, 242.9671, 138.2986, 203.338, 176.4516, 190.9843, 196.9604, 350, 286, 193.1387, 179.3103, 182.1037, 171.0707, .5, 267.2782, 224.1649, 181.1719, 190.9006, 190.8541, 201.646, 218.2104, 204.8289, 167.8256, 195.7673, 168.2005, 192.4374, 98.41968, 191.8363, 141.8549,
 191.6433, 189.8643, 218.4537, 89.07297, 201.8036, 174.6544, 202.9205, 189.5234, 161.1184, 206.1944, 180.7021, 229.1476, 218.8568, 167.4976, 194.6219, 177.1716, 204.2914, 244.2532, 216.4209, 232.3778, 179.4048, 187.3935, 208.3975, 150.0384, 187.4911, 179.0713, 187.8173, 187.099, 195.7445, 203.4473, 202.4541, 197.9752, 226.0328, 153.2205, 203.8782, 176.8857, 190.9843, 196.9604, 350, 286, 190.9018, 182.021, 182.0492, 171.1796, 193.1783, 197.7503, 218.0112, 188.9567, 191.1163, 187.2085, 195.3094, 218.8441, 195.798, 169.8263, 183.0887, 173.8691, 179.1312, 98.17273, 190.4013, 137.8572,
 192.253, 189.0232, 222.6463, 96.19659, 193.4122, 178.1543, 193.5262, 199.3685, 160.9783, 211.1965, 177.4306, 235.0082, 215.5408, 167.6226, 194.3918, 173.998, 204.607, 241.658, 212.9424, 228.3691, 176.8451, 187.3656, 207.6293, 153.5222, 193.3432, 178.7786, 187.8173, 187.099, 196.5298, 202.8997, 199.7459, 202.6104, 209.4163, 166.8323, 203.8782, 176.8857, 193.8385, 197.5879, 192.5314, 216.7326, 190.3292, 181.4052, 179.9766, 171.9971, 191.202, 174.1932, 204.8167, 187.3627, 191.3972, 190.127, 192.1412, 219.1609, 195.798, 169.8263, 183.0887, 173.8691, 178.4724, 97.35411, 181.0016, 138.0725,
 189.3767, 183.1069, 229.5134, 96.29459, 190.6345, 174.2784, 191.5088, 198.9184, 157.7748, 210.1681, 174.2165, 235.2294, 213.3301, 167.7061, 194.9407, 173.4968, 204.5324, 239.8466, 208.9308, 229.4589, 176.3355, 188.0033, 207.6293, 153.5222, 191.1757, 178.2705, 192.9755, 186.1676, 196.731, 207.2905, 198.797, 197.6472, 209.1823, 164.4608, 203.8782, 176.8857, 193.8385, 197.5879, 204.1028, 183.7872, 189.3387, 184, 180.3682, 176.2189, 185.5085, 173.6073, 178.7725, 180.3953, 192.9969, 191.4459, 192.1412, 219.1609, 201.2389, 169.7142, 187.5352, 174.7652, 177.7162, 93.07027, 168.9472, 139.6921,
 189.3767, 183.1069, 219.6269, 87.24861, 190.6345, 174.2784, 196.2425, 197.9299, 162.6137, 209.3878, 171.1572, 231.3752, 213.3301, 167.7061, 195.2493, 177.7409, 204.5324, 239.8466, 211.0511, 232.8735, 178.7539, 187.8895, 193.7728, 158.489, 191.1757, 178.2705, 192.9755, 186.1676, 195.944, 207.82, 197.7306, 193.7808, 210.1281, 159.6422, 203.4473, 177.4252, 190.9843, 196.9604, 198.4003, 185.0372, 186.8667, 184.2455, 178.8303, 174.9421, 181.7104, 177.0815, 166.4292, 173.1413, 191.3972, 190.127, 192.1412, 219.1609, 207.6123, 166.7046, 187.5352, 174.7652, 177.4647, 91.57707, 166.3432, 139.7501,
 189.3767, 183.1069, 214.262, 89.48465, 190.6345, 174.2784, 196.2425, 197.9299, 164.6352, 204.3405, 170.6409, 223.335, 213.5803, 174.3382, 192.4147, 182.0714, 204.0395, 238.8216, 211.3816, 236.4532, 176.2034, 187.8618, 176.2517, 166.892, 191.1757, 178.2705, 189.1001, 185.7384, 195.7445, 203.4473, 199.4815, 198.1515, 210.7614, 160.2968, 199.3006, 177.3827, 188.8927, 190.1712, 192.4806, 184.8969, 184.3945, 184.491, 185.4603, 176.4232, 177.3432, 181.0896, 170.4303, 171.2336, 186.0585, 189.9413, 192.1412, 219.1609, 204.8289, 167.8256, 183.8311, 169.3321, 178.1307, 92.414, 165.6164, 139.0522,
 188.5147, 182.4667, 214.262, 89.48465, 191.509, 161.0157, 190.7778, 199.433, 160.6076, 222.2914, 170.3309, 218.5108, 212.6419, 178.8013, 189.1062, 182.2605, 203.3497, 234.183, 211.4633, 232.1083, 176.2034, 187.8618, 171.909, 173.9876, 182.5299, 180.0306, 183.3005, 187.583, 195.7445, 203.4473, 202.142, 201.617, 214.2366, 159.8043, 194.723, 177.8796, 188.8927, 190.1712, 188.0044, 192.1801, 183.1911, 186.0065, 205.5098, 192.9345, 177.3432, 181.0896, 170.9258, 173.954, 170.4872, 192.904, 191.7354, 219.9356, 195.798, 169.8263, 183.0037, 168.3988, 175.1158, 91.85191, 164.9187, 139.7843,
 190.6578, 187.5246, 215.6034, 97.95334, 185.6996, 167.1989, 190.7778, 199.433, 157.0399, 242.7294, 169.0328, 223.4383, 213.4553, 171.0221, 188.5815, 181.8634, 200.1663, 233.558, 209.5021, 224.3216, 171.7257, 187.3097, 171.909, 173.9876, 182.609, 181.4931, 179.7971, 178.9298, 196.5298, 202.8997, 202.142, 201.617, 350, 211.2451, 194.1707, 177.3049, 188.8927, 190.1712, 186.6014, 193.7693, 180.9356, 181.9518, 205.4645, 207.1325, 176.9595, 178.3383, 172.3388, 167.4441, 164.5085, 192.0316, 189.8217, 216.9357, 194.9663, 168.8449, 186.7354, 173.8125, 169.9476, 90.69934, 163.5759, 139.815,
 190.6578, 187.5246, 199.5575, 110.7448, 184.8546, 183.104, 190.7778, 199.433, 154.5946, 243.5023, 169.5491, 231.4785, 211.2446, 171.1056, 186.0703, 182.5506, 196.9882, 232.9, 205.9159, 224.6159, 171.7257, 187.3097, 174.7938, 174.0231, 182.609, 181.4931, 179.7971, 178.9298, 194.1484, 203.8126, 199.4815, 198.1515, 350, 201.4083, 194.1707, 177.3049, 188.5218, 183.2893, 183.2158, 194.098, 179.4107, 178.2198, 197.3448, 196.5634, 175.6856, 178.41, 160.5325, 165.657, 167.7677, 189.4554, 186.438, 210.1312, 194.9663, 168.8449, 186.7354, 173.8125, 169.3563, 91.57089, 163.5759, 139.815,
 185.0513, 182.741, 182.1311, 118.5368, 187.6427, 180.2954, 192.152, 199.4007, 154.8587, 240.3871, 162.967, 236.0034, 208.5204, 170.5566, 184.35, 182.1702, 200.4615, 229.1279, 207.8804, 232.4207, 171.7257, 187.3097, 174.7938, 174.0231, 179.6843, 181.6515, 179.5266, 184.1138, 191.3718, 203.6469, 197.7306, 193.7808, 216.9139, 145.7389, 194.745, 176.749, 188.8927, 190.1712, 181.3255, 203.6993, 177.8684, 182.76, 195.4735, 183.1872, 169.8189, 176.4544, 148.1448, 164.7728, 168.3988, 190.094, 181.6856, 210.6064, 186.0872, 176.3315, 183.8879, 174.803, 168.7092, 98.65848, 163.5759, 139.815,
 180.7603, 183.7862, 181.8851, 113.2454, 182.7932, 177.1902, 188.5116, 198.8426, 148.8011, 233.7347, 156.0963, 230.0175, 207.7569, 167.7654, 184.1199, 178.9966, 200.0824, 231.7475, 202.4322, 237.2793, 171.7257, 187.3097, 173.3555, 166.8443, 179.209, 172.8773, 179.0914, 179.5905, 188.4568, 203.78, 194.4935, 189.4983, 208.4181, 149.5678, 194.9262, 173.8826, 180.2904, 190.6351, 181.7942, 208.7823, 178.1069, 185.2425, 196.1202, 183.9077, 156.4493, 166.556, 142.3833, 165.3442, 168.5474, 190.2843, 179.4982, 210.015, 170.0953, 189.4447, 183.8879, 174.803, 167.4302, 98.69566, 163.5759, 139.815,
 185.0513, 182.741, 180.3739, 104.8692, 180.0153, 173.3143, 182.9331, 194.8265, 145.1438, 233.5982, 156.0963, 230.0175, 207.7569, 167.7654, 184.1199, 178.9966, 192.3987, 232.9331, 189.5727, 234.8561, 175.5652, 187.3516, 171.9799, 168.218, 178.2084, 167.8715, 180.9916, 174.4176, 183.3575, 203.5034, 185.9285, 195.9725, 206.2741, 152.1828, 194.1018, 172.1575, 174.8506, 185.7519, 177.5074, 208.6066, 177.5329, 185.7974, 196.8919, 186.0413, 150.1644, 161.848, 142.3833, 165.3442, 160.6117, 191.6169, 174.2536, 205.7633, 164.8424, 196.8378, 180.2406, 174.8407, 167.4302, 98.69566, 163.5759, 139.815,
 184.2068, 183.5144, 179.8365, 97.53687, 180.6696, 172.7149, 182.8526, 190.7031, 149.5483, 236.1425, 156.4281, 234.8387, 206.6564, 166.851, 184.35, 182.1702, 193.3613, 232.3997, 183.8725, 231.772, 171.7257, 187.3097, 171.9799, 168.218, 178.2084, 167.8715, 182.1863, 169.9053, 184.0842, 203.9796, 177.6279, 206.9055, 201.8685, 156.2229, 194.3503, 174.4463, 176.8494, 190.8206, 167.1704, 216.9661, 173.8226, 183.6804, 190.7675, 187.2644, 150.6544, 159.6367, 140.2141, 166.1335, 160.4713, 190.1576, 174.2536, 205.7633, 173.9087, 196.6042, 180.2406, 174.8407, 166.7284, 97.88562, 161.613, 140.4722,
 176.5102, 184.8178, 179.5296, 106.0837, 178.6146, 173.4541, 182.8526, 190.7031, 148.707, 235.8334, 154.821, 234.9492, 203.9646, 167.4221, 183.9555, 182.7103, 193.9778, 235.1902, 183.8725, 231.772, 167.8861, 187.2679, 174.8647, 168.2534, 183.1208, 163.8653, 178.6372, 173.8323, 184.0842, 203.9796, 175.7889, 201.0485, 200.6787, 156.3407, 194.6761, 171.5864, 172.059, 197.9809, 160.3931, 217.5912, 166.2221, 190.04, 184.8707, 184.9963, 152.2396, 157.1438, 137.3311, 166.4076, 166.6696, 187.3076, 177.4191, 205.4323, 177.3014, 187.4445, 185.7987, 169.3664, 152.1051, 96.29387, 161.613, 140.4722,
 172.4662, 186.0212, 181.8851, 113.2454, 166.2554, 178.5177, 182.9331, 194.8265, 144.2842, 233.2801, 156.4281, 234.8387, 200.6946, 168.6627, 181.601, 179.6978, 194.1476, 238.8299, 183.8725, 231.772, 167.9141, 184.7081, 175.5871, 167.6122, 187.508, 163.6277, 179.0914, 179.5905, 181.169, 204.1126, 172.756, 196.5766, 201.8685, 156.2229, 191.2317, 171.9615, 171.4096, 185.9375, 160.3931, 217.5912, 157.5743, 197.933, 187.3754, 188.4564, 154.2478, 156.2623, 132.3877, 169.9941, 162.7574, 189.2618, 175.8364, 205.5978, 174.3332, 184.7844, 186.6066, 168.4858, 138.8033, 95.85107, 164.2991, 140.4207,
 174.0029, 186.0527, 181.8851, 113.2454, 159.0288, 184.6718, 182.8526, 190.7031, 144.4666, 236.107, 156.0963, 230.0175, 198.4845, 168.7529, 179.4862, 179.8576, 194.5656, 237.9882, 184.2783, 230.868, 167.9141, 184.7081, 172.619, 173.3698, 179.4373, 163.3862, 179.5186, 174.5104, 175.4054, 205.8363, 169.9319, 202.8875, 191.1611, 157.2827, 192.63, 174.1326, 168.539, 179.9077, 161.114, 216.9943, 158.69, 197.5873, 187.6496, 191.28, 150.7502, 156.1543, 128.845, 169.8342, 156.9251, 189.8475, 172.6709, 205.9287, 165.4145, 192.226, 186.6066, 168.4858, 137.983, 96.6546, 161.613, 140.4722,
