Screen position for video for 15 participants
P1V1 - X, P1V1 - Y,P1V2 - X, P1V2 - Y,P2V1 - X, P2V1 - Y,P2V2 - X, P2V2 - Y,P3V1 - X, P3V1 - Y,P3V2 - X, P3V2 - Y,P4V1 - X, P4V1 - Y,P4V2 - X, P4V2 - Y,P5V1 - X, P5V1 - Y,P5V2 - X, P5V2 - Y,P6V1 - X, P6V1 - Y,P6V2 - X, P6V2 - Y,P7V1 - X, P7V1 - Y,P7V2 - X, P7V2 - Y,P8V1 - X, P8V1 - Y,P8V2 - X, P8V2 - Y,P9V1 - X, P9V1 - Y,P9V2 - X, P9V2 - Y,P10V1 - X, P10V1 - Y,P10V2 - X, P10V2 - Y,P11V1 - X, P11V1 - Y,P11V2 - X, P11V2 - Y,P12V1 - X, P12V1 - Y,P12V2 - X, P12V2 - Y,P13V1 - X, P13V1 - Y,P13V2 - X, P13V2 - Y,P14V1 - X, P14V1 - Y,P14V2 - X, P14V2 - Y,P15V1 - X, P15V1 - Y,P15V2 - X, P15V2 - Y
 174.9911, 154.7298, 179.5387, 55.5972, 172.5287, 167.6782, 176.1116, 165.3927, 154.602, 193.6752, 180.6599, 191.0183, 228.7127, 143.9202, 172.7233, 188.8759, 251.2767, 213.5682, 248.744, 204.0315, 184.594, 181.0501, 179.2209, 159.6674, 216.0017, 147.7405, 180.1405, 159.657, 178.9324, 171.2644, 208.1334, 164.7554, 219.3869, 143.601, 89.32294, 190.9241, 144.9364, 188.0424, 191.9426, 160.7846, 192.2804, 157.0016, 207.2601, 143.7712, 230.4665, 144.1666, 213.9278, 157.0413, 175.2152, 167.455, 176.9332, 163.0817, 171.0272, 154.8905, 207.4756, 168.8342, 169.8448, 110.7585, 185.8509, 138.7317,
 174.9911, 154.7298, 135.8967, 84.04105, 143.6551, 177.957, 141.4639, 182.9937, 143.3043, 191.8465, 177.4583, 191.223, 227.4906, 140.666, 171.9231, 185.109, 242.8882, 201.9763, 248.392, 200.4371, 185.1121, 181.7243, 177.6903, 163.9639, 216.4586, 142.4229, 156.2073, 165.002, 188.3842, 170.19, 209.7135, 164.8548, 209.0317, 147.0289, 85.0068, 193.6992, 139.7334, 193.8987, 192.6676, 159.9348, 196.6404, 155.9924, 207.3884, 146.5022, 254.2309, 140.4747, 172.2885, 175.222, 176.471, 165.7861, 180.1015, 162.7649, 159.1507, 152.4376, 207.3913, 163.3921, 167.1237, 104.4278, 181.8209, 138.7778,
 174.9911, 154.7298, 107.3938, 112.6241, 104.2575, 191.2497, 115.6387, 195.7225, 104.759, 205.5774, 180.3528, 186.216, 227.3258, 136.2722, 171.9382, 184.1658, 234.9706, 185.9729, 190.3538, 200.678, 184.5522, 184.8896, 174.8063, 163.9048, 217.9216, 142.3497, 109.8064, 165.8111, 199.9781, 168.2002, 211.094, 166.3523, 147.6158, 174.659, 85.53043, 187.8721, 134.9695, 194.1488, 201.8802, 158.3502, 196.0065, 156.6568, 207.3884, 146.5022, 252.5459, 141.3517, 112.3654, 193.6963, 176.471, 165.7861, 148.5768, 167.5173, 144.6414, 152.7368, 207.2511, 154.3222, 166.8305, 92.91524, 137.7062, 158.0921,
 174.9911, 154.7298, 103.7494, 112.9088, 92.49683, 196.9624, 114.6169, 189.7286, 85.75557, 216.6496, 154.162, 167.8796, 228.2594, 131.8372, 174.2182, 186.1135, 233.8035, 186.7401, 138.0591, 203.9852, 184.5102, 188.7292, 173.4529, 159.5493, 218.1411, 146.7387, 83.51237, 169.0441, 207.0661, 163.4949, 210.1851, 162.5178, 98.31286, 192.7369, 85.28358, 185.5906, 135.6505, 194.7676, 171.2736, 140.5197, 190.3776, 156.5046, 207.1051, 143.692, 248.9068, 142.5475, 96.69935, 195.167, 176.6053, 167.2465, 111.1906, 177.6559, 139.1631, 151.0352, 208.3044, 153.4149, 128.6182, 100.288, 92.95662, 173.0331,
 174.9911, 154.7298, 90.66592, 106.6087, 91.99173, 192.1723, 111.8675, 189.7716, 88.29086, 212.2634, 117.2725, 154.8878, 228.2594, 131.8372, 173.9691, 182.9428, 227.8745, 189.8943, 133.5476, 213.4992, 152.3884, 199.8988, 176.3369, 159.6083, 218.1411, 146.7387, 83.51237, 169.0441, 209.7817, 158.9892, 209.6516, 153.5623, 99.13206, 189.0863, 84.36274, 185.228, 140.8119, 194.4893, 122.1615, 126.0149, 187.5374, 153.0195, 207.9138, 144.4438, 245.822, 143.6113, 96.36409, 195.7312, 176.6053, 167.2465, 105.3292, 183.042, 135.5732, 152.9238, 207.3353, 159.7641, 89.89993, 117.591, 95.602, 170.3057,
 174.9911, 154.7298, 90.66592, 106.6087, 93.17935, 188.1622, 106.3044, 185.7335, 88.02164, 208.0566, 104.4664, 155.7064, 226.1038, 133.0181, 171.8553, 183.1088, 220.4797, 186.5704, 129.8675, 218.64, 107.3703, 219.8877, 176.3369, 159.6083, 170.0813, 153.5418, 83.51237, 169.0441, 207.5337, 158.4872, 207.8923, 149.1734, 101.6056, 190.0248, 85.28358, 185.5906, 144.3457, 196.0243, 105.2036, 127.4967, 187.5374, 153.0195, 206.8736, 147.2516, 246.9921, 143.7659, 95.27518, 195.3007, 176.0166, 168.0423, 103.2698, 178.448, 130.2818, 160.2906, 201.8092, 154.4063, 87.08881, 115.9403, 98.88792, 170.6281,
 174.9911, 154.7298, 100.9631, 110.8832, 94.32227, 182.8303, 99.19484, 170.7196, 88.11147, 207.4654, 106.0672, 155.6042, 226.1038, 133.0181, 173.4612, 184.5663, 220.3303, 182.9477, 129.8675, 218.64, 89.36868, 227.3713, 176.3369, 159.6083, 97.29655, 164.5143, 83.81225, 168.3635, 205.3426, 157.7313, 207.8923, 149.1734, 101.6056, 190.0248, 85.28358, 185.5906, 133.3733, 184.5375, 101.812, 127.7931, 187.8952, 156.7431, 206.8736, 147.2516, 216.0811, 158.0757, 94.17706, 194.8675, 175.2152, 167.455, 103.3442, 174.5511, 140.1612, 157.1741, 194.6373, 159.9606, 86.9248, 109.5211, 98.28839, 170.2647,
 174.9911, 154.7298, 100.8178, 109.0421, 97.12486, 148.3293, 87.50637, 148.2226, 83.58524, 202.1264, 108.104, 154.6905, 197.1641, 127.5121, 173.2216, 181.3941, 219.091, 180.1232, 129.8675, 218.64, 91.92838, 227.3992, 177.8086, 158.1959, 80.69256, 171.5422, 79.77878, 152.3657, 206.0757, 158.5476, 208.159, 153.6512, 101.6056, 190.0248, 73.5657, 162.6224, 107.4311, 151.4265, 100.9684, 129.0916, 187.8952, 156.7431, 208.1862, 147.2562, 154.7868, 196.2258, 83.57574, 174.2275, 176.0166, 168.0423, 102.5522, 182.6671, 149.119, 149.7778, 197.3375, 162.7439, 86.16286, 110.5152, 92.8951, 169.0036,
 174.9911, 154.7298, 95.43968, 111.3192, 101.5623, 123.0365, 80.4893, 137.3747, 78.95323, 171.5506, 107.4844, 145.0422, 142.4799, 114.8146, 152.0127, 168.1078, 218.3695, 179.3997, 126.4868, 214.785, 92.30157, 226.4544, 177.8086, 158.1959, 86.10453, 175.3405, 67.29485, 120.6672, 202.4939, 159.3219, 173.2074, 145.2482, 92.15696, 167.1987, 62.5248, 124.5776, 95.16505, 130.1169, 103.9253, 129.072, 186.8617, 152.4239, 208.4583, 150.0685, 154.2047, 195.6881, 70.83957, 139.0772, 169.2123, 166.5562, 103.0317, 187.4409, 140.1051, 153.546, 196.4793, 161.7465, 86.35024, 116.9332, 87.41978, 162.3695,
 174.9911, 154.7298, 94.07962, 102.652, 102.4562, 127.3566, 83.53655, 136.5893, 82.02892, 146.518, 106.8648, 135.394, 119.5985, 107.6253, 107.5598, 142.7523, 218.3695, 179.3997, 119.0399, 201.6119, 89.02078, 225.7683, 178.5741, 157.4849, 87.56754, 175.2675, 61.78905, 104.7684, 161.0227, 147.9928, 107.8224, 136.4703, 82.93105, 134.8363, 60.66518, 105.5898, 95.16505, 130.1169, 103.4275, 123.9693, 185.3742, 150.0668, 208.1862, 147.2562, 154.3739, 197.0641, 66.43605, 123.6415, 130.6599, 164.1119, 106.2784, 181.165, 135.7975, 163.8056, 147.2641, 155.431, 81.22379, 98.93431, 82.85699, 127.5078,
 174.9911, 154.7298, 94.07962, 102.652, 109.3142, 117.4809, 85.90263, 133.1815, 83.70069, 145.6954, 108.0407, 136.1903, 119.5985, 107.6253, 84.39581, 131.7406, 172.8617, 175.8331, 93.7939, 167.9259, 85.22752, 219.3407, 165.4521, 165.9254, 90.20097, 169.2691, 61.78905, 104.7684, 106.0193, 140.7906, 79.58279, 138.1456, 80.87787, 123.6574, 62.95399, 105.3414, 98.60776, 129.9482, 103.4275, 123.9693, 187.4565, 151.7436, 207.9138, 144.4438, 350, .5, 69.71527, 127.6468, 96.5323, 161.3621, 97.29887, 178.373, 166.368, 150.4744, 104.9183, 136.2464, 70.96715, 47.99539, 80.5478, 94.25806,
 174.9911, 154.7298, 100.8178, 109.0421, 113.4949, 111.238, 88.51339, 124.9229, 86.138, 139.9305, 106.7469, 141.0949, 119.5985, 107.6253, 87.56805, 131.5009, 111.5167, 173.1403, 74.21239, 144.9186, 70.61774, 186.2067, 111.6638, 191.0109, 86.39714, 151.8593, 62.08599, 109.1854, 91.98063, 138.0756, 82.55537, 137.9691, 80.87787, 123.6574, 66.2885, 108.6813, 103.6874, 127.9736, 103.4275, 123.9693, 188.4728, 156.0214, 207.9138, 144.4438, 350, .5, 75.43047, 127.0847, 96.39786, 159.9017, 86.79456, 157.6955, 185.9817, 133.7401, 98.07455, 134.2372, 67.69248, 19.91876, 80.57857, 96.94466,
 174.9911, 154.7298, 102.2229, 103.3732, 112.1367, 122.6787, 88.36422, 115.3376, 86.51841, 140.5689, 106.7469, 141.0949, 121.6956, 106.1333, 88.61202, 128.565, 96.28328, 163.4957, 77.02496, 146.067, 64.44189, 165.6594, 68.6525, 205.0082, 78.48531, 133.8533, 67.25701, 107.6419, 90.39003, 135.2271, 82.55537, 137.9691, 85.60189, 123.177, 72.51164, 105.8948, 102.6913, 127.5252, 106.1655, 116.8338, 188.4978, 156.0797, 207.2467, 145.0971, 144.043, 203.9223, 76.85927, 126.9442, 93.47698, 160.1705, 83.19569, 141.5885, 180.6155, 137.4796, 98.21481, 143.3073, 68.81115, 20.13602, 80.57857, 96.94466,
 174.9911, 154.7298, 101.1686, 104.7831, 112.1367, 122.6787, 87.45735, 110.9074, 94.34022, 136.6028, 113.15, 140.6856, 126.3061, 101.1696, 87.35568, 122.7492, 101.5256, 159.5966, 76.65478, 142.4763, 69.58921, 163.1556, 68.6525, 205.0082, 79.3747, 128.7438, 76.9276, 100.5798, 93.43816, 138.009, 86.92608, 136.2184, 87.96391, 122.9368, 72.13653, 102.4505, 102.5985, 125.8047, 113.8428, 122.3346, 187.8952, 156.7431, 204.0524, 147.5372, 136.2284, 179.2051, 76.85927, 126.9442, 93.47698, 160.1705, 83.19569, 141.5885, 184.2428, 137.4048, 103.6849, 145.037, 67.69248, 19.91876, 80.5478, 94.25806,
 174.9911, 154.7298, 101.1686, 104.7831, 115.789, 113.292, 89.7063, 111.0518, 102.0082, 124.8949, 117.9523, 140.3786, 129.4668, 97.74117, 89.80162, 126.8109, 105.1449, 159.41, 76.65478, 142.4763, 75.35331, 159.6478, 72.86034, 210.865, 82.22756, 127.1344, 83.69029, 105.7017, 93.10555, 130.7213, 89.89868, 136.042, 92.68793, 122.4564, 71.98503, 103.2031, 103.5187, 124.5309, 114.3029, 121.2943, 187.4565, 151.7436, 204.7198, 148.1905, 133.0238, 164.0169, 76.40694, 128.6086, 99.66311, 158.9009, 83.88615, 135.962, 195.0501, 133.5531, 103.6849, 145.037, 68.97165, 19.88623, 80.5478, 94.25806,
 174.9911, 154.7298, 106.5324, 102.4788, 119.5065, 107.4951, 95.23548, 112.2972, 102.0082, 124.8949, 117.9523, 140.3786, 123.9759, 97.96419, 93.69722, 122.2511, 106.906, 160.4086, 83.19838, 144.0386, 81.73335, 161.0206, 80.07045, 211.0127, 85.15359, 126.9881, 91.51224, 112.5421, 95.55495, 120.3855, 89.78193, 127.7502, 98.01335, 121.0495, 74.66547, 102.6706, 104.9282, 123.4453, 117.7272, 120.9922, 177.4989, 152.7393, 207.2467, 145.0971, 132.2354, 158.7598, 82.10601, 150.9527, 102.596, 158.6299, 88.80785, 128.8981, 195.0501, 133.5531, 109.6711, 144.0051, 68.07461, 27.34595, 83.12681, 84.8239,
 174.9911, 154.7298, 115.0274, 110.3716, 125.7373, 109.4533, 96.5131, 108.1422, 102.0082, 124.8949, 118.4309, 139.4953, 122.6992, 93.61615, 96.61893, 118.8313, 108.202, 161.2058, 81.86876, 139.141, 81.12182, 162.0013, 84.66243, 198.1232, 88.22589, 129.7678, 94.16975, 117.1713, 102.9757, 122.9679, 89.01698, 121.179, 98.01335, 121.0495, 77.4363, 104.0199, 105.854, 122.1783, 122.8637, 120.5389, 146.9612, 156.4438, 204.7198, 148.1905, 136.5448, 155.8164, 92.29379, 168.0084, 99.66311, 158.9009, 94.40978, 124.4401, 185.0948, 132.7609, 110.8567, 139.4829, 74.92922, 33.76306, 87.0799, 78.06114,
 174.9911, 154.7298, 111.8852, 118.0137, 131.8817, 110.0813, 106.0552, 151.6351, 104.8907, 126.1135, 126.1613, 134.1547, 124.851, 92.42865, 98.98183, 121.836, 111.0179, 162.3325, 78.27087, 139.4749, 86.25516, 160.7773, 86.84319, 162.1022, 91.07875, 128.1586, 99.38934, 114.0726, 101.8957, 118.2178, 91.98958, 121.0027, 100.377, 120.8172, 76.48363, 133.9779, 105.854, 122.1783, 120.6984, 115.5536, 121.4876, 158.3405, 205.1015, 144.716, 136.1013, 151.99, 350, 286, 102.596, 158.6299, 93.95163, 119.6622, 185.0948, 132.7609, 109.4443, 129.4179, 85.46017, 42.4483, 87.06451, 76.71776,
 174.9911, 154.7298, 111.3421, 110.6432, 131.5164, 108.7899, 118.3328, 196.0882, 109.0809, 125.8464, 132.0522, 134.6553, 127.7804, 93.03844, 103.2095, 121.504, 111.8062, 161.0579, 84.00153, 142.572, 91.37455, 160.8332, 92.5364, 125.7792, 91.26463, 124.3748, 100.3032, 114.4274, 101.3795, 116.194, 91.98958, 121.0027, 105.7167, 119.4531, 79.66644, 158.2062, 113.5259, 122.9396, 120.2097, 116.6243, 121.4876, 158.3405, 207.9138, 144.4438, 129.0933, 134.0159, 243.8495, 286, 108.3263, 156.6211, 92.97562, 119.3369, 130.5544, 141.1867, 110.6603, 126.7848, 70.5161, 271.8089, 89.75119, 76.68706,
 174.9911, 154.7298, 117.0975, 104.0515, 131.5164, 108.7899, 119.7466, 195.6586, 114.7567, 126.887, 132.0522, 134.6553, 136.7972, 88.64337, 105.5724, 124.5087, 111.8062, 161.0579, 83.66771, 138.9742, 91.04153, 161.429, 95.56274, 117.1731, 97.38905, 124.5091, 100.3032, 114.4274, 105.6247, 117.0047, 94.87399, 119.34, 105.7329, 120.2804, 88.39211, 161.3769, 119.7106, 123.1565, 122.3625, 121.5865, 123.977, 158.0916, 208.1862, 147.2562, 123.2473, 117.1666, 220.9618, 286, 111.1237, 154.8836, 92.97562, 119.3369, 86.91451, 147.5627, 110.6603, 126.7848, .5, 255.8031, 92.13634, 119.3051,
 174.9911, 154.7298, 113.9966, 111.7068, 132.8175, 108.4216, 119.2297, 195.2076, 114.7567, 126.887, 132.0522, 134.6553, 142.2882, 88.42035, 104.7646, 127.7624, 110.9348, 160.5312, 85.1264, 139.7998, 92.64043, 162.127, 97.41308, 116.3432, 105.5626, 124.5011, 103.5366, 116.1556, 111.2553, 112.3659, 100.8192, 118.9875, 106.3378, 119.383, 93.63367, 166.0221, 114.642, 125.1553, 120.9342, 127.4125, 123.977, 158.0916, 207.2467, 145.0971, 123.5992, 119.9266, 350, 286, 114.0566, 154.6124, 97.40842, 119.8341, 105.0317, 141.7157, 110.7164, 130.4128, 58.34311, 197.6089, 95.49947, 163.5897,
 174.9911, 154.7298, 106.8423, 106.1581, 137.6363, 109.0956, 122.5099, 198.7566, 117.056, 128.6042, 135.356, 136.0514, 145.9185, 89.46494, 104.7646, 127.7624, 110.0584, 160.0136, 87.59943, 142.2382, 97.75983, 162.1828, 101.3317, 117.2677, 106.4884, 126.3599, 102.433, 115.3469, 114.1704, 112.2329, 100.5197, 117.0478, 111.0462, 118.9058, 97.00394, 163.0135, 113.7282, 126.3788, 125.7879, 159.5634, 121.4876, 158.3405, 204.4365, 145.3804, 119.4782, 121.5098, 116.7309, 224.8947, 114.0566, 154.6124, 104.7218, 119.5732, 117.7175, 137.8051, 116.1584, 130.3288, 108.0774, 25.0871, 98.24739, 167.5782,
 174.9911, 154.7298, 116.1539, 99.7601, 142.1802, 111.0756, 123.9185, 199.7026, 122.6456, 128.2701, 135.356, 136.0514, 145.9185, 89.46494, 108.9923, 127.4304, 108.7641, 159.2235, 85.63155, 141.5508, 100.3056, 163.4905, 101.3317, 117.2677, 108.4886, 124.3548, 105.3777, 115.149, 114.3034, 115.148, 102.6816, 117.9945, 120.463, 117.9513, 96.56053, 161.0468, 119.8962, 126.5976, 132.1351, 207.0222, 124.844, 158.6037, 202.6065, 141.3068, 118.4312, 123.3903, 119.4875, 183.9247, 115.1146, 155.2332, 107.8929, 119.2705, 117.7175, 137.8051, 123.4425, 132.0305, 109.1857, 25.44867, 100.9338, 167.5373,
 174.9911, 154.7298, 142.6568, 109.1327, 144.6449, 105.6991, 124.261, 190.953, 123.4588, 128.7084, 134.0623, 140.9561, 145.9185, 89.46494, 111.8777, 127.8032, 110.9348, 160.5312, 89.22224, 141.1806, 100.3335, 160.9309, 102.209, 116.2533, 114.1212, 119.6732, 105.3777, 115.149, 113.8768, 116.0397, 109.6488, 116.9721, 124.1136, 118.7706, 98.5976, 158.4948, 119.8962, 126.5976, 135.2618, 215.9562, 130.8417, 157.868, 200.9182, 138.6384, 118.4312, 123.3903, 117.9197, 177.7251, 116.9895, 154.3412, 107.8929, 119.2705, 112.3239, 141.5645, 129.9675, 139.8508, 109.1857, 25.44867, 104.2305, 167.88,
 174.9911, 154.7298, 196.2551, 100.1819, 144.6449, 105.6991, 123.5891, 183.6106, 123.4588, 128.7084, 137.8307, 139.864, 148.8773, 88.15269, 111.8777, 127.8032, 115.4104, 160.9101, 91.83231, 139.5641, 100.3754, 157.0913, 102.209, 116.2533, 117.0472, 119.5269, 105.3777, 115.149, 115.5263, 120.3283, 112.7977, 119.7683, 127.8835, 120.7669, 101.5863, 158.99, 119.8962, 126.5976, 138.6621, 209.4431, 133.4367, 152.117, 202.6065, 141.3068, 118.7508, 123.2242, 120.6367, 176.0153, 120.0787, 150.3587, 107.8929, 119.2705, 112.3994, 145.2106, 129.9114, 134.4082, 109.1529, 24.16486, 104.2459, 169.2234,
 174.9911, 154.7298, 225.9515, 81.36191, 142.1472, 109.4683, 124.4932, 184.148, 123.4588, 128.7084, 141.0468, 139.6576, 151.0737, 88.06342, 113.9852, 127.6382, 123.2082, 159.7363, 95.4267, 139.2121, 105.4948, 157.1472, 107.8777, 114.4959, 117.1935, 122.4528, 105.3777, 115.149, 115.5263, 120.3283, 112.7977, 119.7683, 130.2377, 120.5282, 101.6747, 161.5902, 119.8962, 126.5976, 138.6621, 209.4431, 141.6517, 146.2669, 204.7198, 148.1905, 124.0598, 125.852, 120.6367, 176.0153, 118.8748, 150.7148, 107.8929, 119.2705, 117.7552, 139.6282, 128.9406, 135.5744, 108.0399, 23.80359, 106.9326, 169.1925,
